"","trial_name","aggregate_imbalance","unadjusted_estimator","unadj_s.d.","adjusted_estimator","adj_s.d.","condi_bias","variance_reduction","RE"
"1","FLX",1.51615874307572,-1.43620071684588,2.33691203391841,-4.28819470494903,1.87870985273865,2.92862305879809,0.353699196221578,1.54726714581472
"2","CBT",1.56138665201394,2.22461322081575,2.0795856502994,0.777317544798222,1.81862120618937,1.58838831303556,0.235229939339041,1.307582568198
"3","COMB",0.621476037133558,-6.64444444444445,2.20780906393881,-7.6945327777723,1.80253652335568,1.01007440374212,0.333430984012758,1.50021974621626
