"","treatment_arm","aggregate_imbalance","unadjusted_estimator","unadj_s.d.","unadj_c.i.","adjusted_estimator","adj_s.d.","adj_c.i.","condi_bias","variance_reduction","RE"
"1","METS",-0.222373906305202,-3.66290983606557,1.61692894363174,"(-6.83, -0.49)",-3.84549000358776,1.52898773609704,"(-6.84, -0.85)",-0.0615210112943423,0.105817566666398,1.11834001957732
